votenumber,voteid,votedate,majorityreq,result,votedesc,S289,S354,S317,S330,S396,S341,S342,S370,S343,S397,S307,S300,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S254,S376,S221,S357,S377,S331,S293,S153,S387,S388,S399,S359,S361,S344,S395,S236,S305,S345,S393,S362,S389,S363,S311,S378,S057,S346,S338,S369,S174,S400,S306,S322,S347,S288,S364,S229,S348,S379,S380,S349,S259,S323,S260,S401,S402,S381,S350,S313,S382,S353,S270,S404,S365,S324,S184,S403,S394,S284,S383,S314,S303,S384,S351,S326,S390,S327,S366,S316,S318,S247,S391
264,116-1-264,2019-09-10 11:56:00,1/2,Nomination Confirmed,On the Nomination PN713,3,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,1,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,3,1,0,1,1,3,1,0,0,1,1,1,1,3,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
265,116-1-265,2019-09-10 12:33:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN88,3,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,3,1,0,1,1,3,1,0,0,1,1,0,1,3,0,0,1,1,1,1,1,0,0,0,3,1,1,0,1
266,116-1-266,2019-09-10 14:15:00,1/2,Nomination Confirmed,On the Nomination PN88,3,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,3,1,0,1,1,3,1,0,0,1,1,0,1,3,0,0,1,1,1,1,1,0,0,0,3,1,1,0,1
267,116-1-267,2019-09-10 14:43:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN104,3,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
268,116-1-268,2019-09-10 15:12:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN448,3,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,3,1,0,1,1,3,1,0,0,1,1,0,1,3,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
269,116-1-269,2019-09-10 15:32:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN631,3,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,3,1,1,1,1,3,1,1,0,1,1,1,1,3,1,0,1,1,1,1,1,1,1,1,3,1,1,0,1
270,116-1-270,2019-09-11 11:00:00,1/2,Nomination Confirmed,On the Nomination PN104,3,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
271,116-1-271,2019-09-11 11:45:00,1/2,Nomination Confirmed,On the Nomination PN448,3,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,1,0,1,0,3,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,3,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
272,116-1-272,2019-09-11 12:15:00,1/2,Nomination Confirmed,On the Nomination PN631,3,1,1,3,1,1,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,0,1,3,1,1,1,1,3,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,0,1
273,116-1-273,2019-09-11 15:05:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN561,1,0,1,1,1,0,1,3,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,1,1,0,0,1,1,1,1,1,1,1,1,0,3,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,3,1,0,1,1,3,1,0,0,1,1,1,1,1,0,0,1,1,1,3,1,0,0,1,3,0,1,0,1
274,116-1-274,2019-09-11 15:42:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN611,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
275,116-1-275,2019-09-11 16:03:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN505,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
276,116-1-276,2019-09-11 16:25:00,1/2,Nomination Confirmed,On the Nomination PN453,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
277,116-1-277,2019-09-11 16:53:00,1/2,Nomination Confirmed,On the Nomination PN524,1,0,1,1,1,0,1,3,1,1,0,1,0,1,1,1,1,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,1,1,1,1,3,1,0,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,3,1,1,0,1
278,116-1-278,2019-09-11 17:12:00,1/2,Nomination Confirmed,On the Nomination PN566,1,0,1,1,1,0,1,3,1,1,0,1,0,1,1,1,1,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,0,0,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,3,1,1,1,1,3,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,3,1,1,0,1
279,116-1-279,2019-09-11 17:35:00,1/2,Nomination Confirmed,On the Nomination PN782,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
280,116-1-280,2019-09-12 12:19:00,1/2,Nomination Confirmed,On the Nomination PN561,3,0,1,1,1,0,1,3,1,1,0,1,0,1,0,1,0,1,1,3,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,1,1,0,0,1,1,1,1,1,1,1,1,0,3,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,3,1,0,1,3,3,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,3,0,1,0,1
281,116-1-281,2019-09-12 13:46:00,1/2,Nomination Confirmed,On the Nomination PN611,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,3,1,1,1,0,3,1,1,1,1,3,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
282,116-1-282,2019-09-16 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN135,3,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,3,1,0,0,1,1,0,1,1,3,1,1,3,1,1,0,0,1,3,1,1,1,1,0,3,1,3,1,0,1,1,0,1,1,0,0,1,1,1,3,1,1,1,1,0,3,3,3,0,1,1,3,1,3,0,1,1,1,1,1,0,1,1,1,1,1,3,0,0,0,3,0,3,0,1
283,116-1-283,2019-09-17 12:00:00,1/2,Nomination Confirmed,On the Nomination PN135,3,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,0,1,3,1,0,1,1,3,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,3,0,1,0,1
284,116-1-284,2019-09-17 12:48:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN127,3,0,1,3,1,0,1,3,1,1,0,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,3,1,0,1,1,3,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,3,0,1,3,1
285,116-1-285,2019-09-17 15:30:00,1/2,Nomination Confirmed,On the Nomination PN127,3,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,1,0,1,1,0,1,0,1,3,1,0,1,1,3,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,3,0,1,0,1
286,116-1-286,2019-09-17 16:08:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN119,3,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,3,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
287,116-1-287,2019-09-17 16:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN795,3,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,3,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
288,116-1-288,2019-09-17 16:49:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN794,3,0,1,0,1,0,1,3,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,3,1,0,1,0,3,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,3,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
289,116-1-289,2019-09-18 11:08:00,1/2,Nomination Confirmed,On the Nomination PN119,3,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,3,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,3,1,0,3,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
290,116-1-290,2019-09-18 11:37:00,1/2,Nomination Confirmed,On the Nomination PN795,3,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,3,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,3,1,0,3,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
291,116-1-291,2019-09-18 12:15:00,1/2,Nomination Confirmed,On the Nomination PN794,3,0,1,0,1,0,1,3,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,3,1,0,1,1,0,1,1,0,0,1,1,1,0,0,1,0,1,0,1,3,1,0,3,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
292,116-1-292,2019-09-18 14:47:00,3/5,Cloture Motion Rejected,On the Cloture Motion H.R. 2740,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,1,0,3,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,1,3,1,0,3,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,1
293,116-1-293,2019-09-18 18:16:00,2/3,Cloture Motion Agreed to,On the Cloture Motion S. 1790,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,3,1,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1
294,116-1-294,2019-09-23 17:34:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN408,1,1,1,3,1,1,1,3,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,3,1,1,1
295,116-1-295,2019-09-24 11:39:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN114,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,3,1,3,0,1,0,0,1,1,1,1,1,3,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,3,1,0,0,0,3,3,1,0,1
296,116-1-296,2019-09-24 12:14:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN552,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,3,1,3,0,1,0,0,1,1,1,1,1,3,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,3,1,0,0,3,3,3,1,0,1
297,116-1-297,2019-09-24 12:38:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN87,1,0,1,1,3,0,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,3,1,3,1,1,0,0,1,1,1,1,1,3,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,1,1,1,0,0,1,0,1,3,1,0,0,1,3,3,1,1,1
298,116-1-298,2019-09-24 15:40:00,1/2,Nomination Confirmed,On the Nomination PN408,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,3,1,1,1
299,116-1-299,2019-09-24 16:25:00,1/2,Nomination Confirmed,On the Nomination PN114,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,3,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,1,0,0,1,0,1,3,1,0,0,0,0,3,1,0,1
300,116-1-300,2019-09-24 16:44:00,1/2,Nomination Confirmed,On the Nomination PN552,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,3,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,3,1,0,0,0,0,3,1,0,1
301,116-1-301,2019-09-24 17:02:00,1/2,Nomination Confirmed,On the Nomination PN87,1,0,1,1,1,0,1,3,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,3,1,1,0,0,1,1,1,1,1,3,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,1,1,1,0,0,1,0,1,3,1,0,0,1,0,3,1,1,1
302,116-1-302,2019-09-25 12:18:00,1/2,Joint Resolution Passed,On the Joint Resolution S.J.Res. 54,1,1,0,1,0,1,1,3,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,3,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,0,3,3,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,3,1,1,1,0
303,116-1-303,2019-09-25 16:03:00,1/2,Resolution Agreed to,On the Resolution S.Res. 331,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
304,116-1-304,2019-09-25 16:34:00,1/2,Resolution Agreed to,On the Resolution S.Res. 332,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
305,116-1-305,2019-09-25 16:51:00,1/2,Resolution Rejected,On the Resolution S.Res. 333,0,1,0,1,0,1,0,3,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,3,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,3,3,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,3,1,0,1,0
306,116-1-306,2019-09-25 17:13:00,1/2,Resolution Agreed to,On the Resolution S.Res. 335,1,0,1,0,1,0,1,3,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,3,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
307,116-1-307,2019-09-25 17:37:00,1/2,Resolution Agreed to,On the Resolution S.Res. 336,1,0,1,0,1,0,1,3,1,1,0,3,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,3,3,1,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
308,116-1-308,2019-09-25 17:55:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN585,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,3,3,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,3,1,1,0,1
309,116-1-309,2019-09-25 18:14:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1099,1,0,1,3,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,3,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,3,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
310,116-1-310,2019-09-26 12:15:00,1/2,Amendment Rejected,"On the Amendment S.Amdt. 942 to H.R. 4378 (Continuing Appropriations Act, 2020)",0,0,1,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,3,0,0,0,1
311,116-1-311,2019-09-26 12:54:00,3/5,Bill Passed,On Passage of the Bill H.R. 4378,1,1,1,1,0,1,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,0,1,3,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,3,1,1,1,1
312,116-1-312,2019-09-26 13:53:00,1/2,Nomination Confirmed,On the Nomination PN585,1,0,1,1,1,0,1,3,1,1,0,1,0,1,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,3,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,3,1,1,0,1
313,116-1-313,2019-09-26 14:07:00,1/2,Nomination Confirmed,On the Nomination PN1099,1,0,1,0,1,0,1,3,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,3,0,1,0,1
314,116-1-314,2019-10-15 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1042,3,1,1,3,1,0,1,3,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,3,1,1,0,1
315,116-1-315,2019-10-16 11:08:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN559,3,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,3,1,1,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1
316,116-1-316,2019-10-16 11:42:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN722,3,0,1,3,1,0,1,3,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,3,0,1,0,3,1,1,1,3,3,0,1,1,1,3,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,3,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,0,0,1,3,1,1,0,1
317,116-1-317,2019-10-16 12:04:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN525,3,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,0,3,1,1,1,3,3,1,1,1,1,3,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,0,1
