votenumber,voteid,votedate,majorityreq,result,votedesc,S354,S317,S330,S396,S341,S370,S343,S397,S416,S307,S417,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S376,S221,S418,S357,S331,S293,S153,S407,S388,S399,S359,S408,S361,S344,S395,S345,S362,S406,S389,S363,S311,S378,S346,S409,S410,S338,S369,S411,S174,S306,S322,S347,S419,S288,S364,S229,S414,S413,S348,S380,S259,S423,S323,S401,S402,S381,S350,S313,S353,S420,S270,S404,S365,S324,S403,S394,S284,S383,S314,S303,S384,S412,S390,S421,S327,S415,S366,S422,S316,S318,S247,S391,S424
149,118-1-149,2023-06-07 14:26:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN99,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,3,1,1,0,1,1,1,0,0,1,0,0,3,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
150,118-1-150,2023-06-08 11:33:00,1/2,Nomination Confirmed,On the Nomination PN99,1,3,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,3,1,1,0,0,1,1,0,0,1,1,3,1,1,0,1,1,1,0,0,1,0,0,3,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
151,118-1-151,2023-06-08 12:37:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN377,1,3,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,3,1,1,0,1,1,1,0,0,1,1,3,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,3,0,1,0,1,1,1,1,1,0,1,0,
152,118-1-152,2023-06-08 13:40:00,1/2,Nomination Confirmed,On the Nomination PN377,1,3,1,3,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,3,1,1,0,1,1,1,0,0,1,1,3,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,3,0,1,1,1,1,0,1,0,1,0,1,0,1,1,1,1,3,0,1,0,
153,118-1-153,2023-06-12 17:33:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN138,1,3,1,0,1,3,0,3,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1.0,1,0,1,1,1,0,1,0,1,1,1,0,3,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,3,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,
154,118-1-154,2023-06-13 11:28:00,1/2,Nomination Confirmed,On the Nomination PN138,1,0,1,0,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,1,1,0,1.0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0,3,0,1,0,1,1,1,1,1,0,1,1,
155,118-1-155,2023-06-13 12:22:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN87,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,3,1,0,1,1,1,1,1,0,1,0,
156,118-1-156,2023-06-13 14:15:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN383,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,3,1,0,1,1,1,1,1,0,1,0,
157,118-1-157,2023-06-13 16:56:00,1/2,Nomination Confirmed,On the Nomination PN87,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,3,1,0,1,1,1,1,1,0,1,0,
158,118-1-158,2023-06-13 18:01:00,1/2,Nomination Confirmed,On the Nomination PN383,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,3,1,0,1,1,1,1,1,0,1,0,
159,118-1-159,2023-06-14 11:39:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN177,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
160,118-1-160,2023-06-14 12:27:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN86,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
161,118-1-161,2023-06-14 14:27:00,1/2,Nomination Confirmed,On the Nomination PN177,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
162,118-1-162,2023-06-14 15:23:00,1/2,Nomination Confirmed,On the Nomination PN86,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
163,118-1-163,2023-06-14 17:14:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN83,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,3,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,3,1,0,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
164,118-1-164,2023-06-15 11:13:00,1/2,Nomination Confirmed,On the Nomination PN83,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
165,118-1-165,2023-06-15 13:46:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN90,1,0,1,3,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
166,118-1-166,2023-06-20 17:32:00,1/2,Nomination Confirmed,On the Nomination PN90,1,3,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1.0,3,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,3,1,1,1,0,1,1,0,3,0,1,0,3,1,1,0,1,0,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
167,118-1-167,2023-06-21 11:31:00,2/3,Veto Sustained,On Overriding the Veto S.J.Res. 11,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0.0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,
168,118-1-168,2023-06-21 12:32:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN82,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
169,118-1-169,2023-06-21 14:16:00,1/2,Nomination Confirmed,On the Nomination PN82,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,3,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
170,118-1-170,2023-06-21 15:34:00,3/5,Cloture Motion Agreed to,On the Cloture Motion Treaty Doc. 112-8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
171,118-1-171,2023-06-22 12:02:00,1/2,Joint Resolution Defeated,On the Joint Resolution H.J.Res. 44,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,3,1,0,1,1,1,1,1,0,0,1,0.0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,
172,118-1-172,2023-06-22 13:44:00,2/3,Resolution of Ratification Agreed to,On the Resolution of Ratification Treaty Doc. 112-8,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,
173,118-1-173,2023-07-10 17:36:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN382,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,0,1,1,3,3,3,1,1,0,1,3,0,1,0,3,3,1,1,1,3,1,1,3,1,1,0,1,1,1,1,1,1,1,1,
174,118-1-174,2023-07-11 11:36:00,1/2,Nomination Confirmed,On the Nomination PN382,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.0,3,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,1,1,1,1,0,1,1,0,1,0,1,3,1,1,1,3,1,1,3,1,1,0,1,1,1,1,1,1,1,1,
175,118-1-175,2023-07-11 12:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN70,1,3,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,3,0,1.0,3,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,3,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,3,0,0,1,0,0,1,1,0,1,0,0,3,1,1,1,3,1,0,3,0,1,0,1,1,1,1,1,0,1,0,
176,118-1-176,2023-07-11 14:15:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN168,1,3,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,3,0,1.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,3,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,3,0,0,1,0,0,1,1,0,1,0,0,3,1,1,1,3,1,0,3,0,1,0,1,1,1,1,1,0,1,0,
177,118-1-177,2023-07-11 16:31:00,1/2,Nomination Confirmed,On the Nomination PN70,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,3,0,0,0,0,1,3,0,1.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,3,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,3,0,0,1,0,0,1,1,0,1,0,0,3,1,1,1,3,1,0,3,0,1,0,1,1,1,1,1,0,1,0,
178,118-1-178,2023-07-11 17:20:00,1/2,Nomination Confirmed,On the Nomination PN168,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,3,0,0,0,0,1,3,0,1.0,1,0,1,1,0,0,1,0,1,3,1,0,0,0,1,1,0,3,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,3,0,0,1,0,0,1,1,0,1,0,0,3,1,1,1,3,1,0,3,0,1,0,1,1,1,1,1,0,1,0,
179,118-1-179,2023-07-11 17:52:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN81,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,3,3,0,0,0,1,3,0,1.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,3,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,3,0,0,1,0,0,3,1,0,1,0,0,3,1,1,1,3,1,0,3,0,1,0,1,1,1,1,1,0,1,0,
180,118-1-180,2023-07-12 11:35:00,1/2,Nomination Confirmed,On the Nomination PN81,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1.0,3,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,3,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,3,1,0,1,0,
181,118-1-181,2023-07-12 12:32:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN169,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1.0,3,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,3,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,3,1,0,1,0,
182,118-1-182,2023-07-12 16:09:00,1/2,Nomination Confirmed,On the Nomination PN169,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,3,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,3,1,0,1,0,
183,118-1-183,2023-07-12 17:09:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN64,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
184,118-1-184,2023-07-13 11:31:00,1/2,Nomination Confirmed,On the Nomination PN64,1,0,1,3,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.0,3,0,1,0,0,0,1,3,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,3,1,1,1,1,1,0,1,0,
185,118-1-185,2023-07-13 12:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN118,1,0,1,3,1,1,0,0,0,1,0,1,0,1,1,1,3,1,1,0,1,0,0,0,0,0,1,1,0,1.0,3,0,1,0,0,0,1,3,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,3,1,1,1,1,1,0,1,0,
186,118-1-186,2023-07-13 13:35:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN94,1,0,1,3,1,1,0,0,0,1,0,1,0,1,1,1,3,0,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,3,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,3,1,1,1,1,0,1,0,0,0,1,3,1,1,1,1,1,0,1,0,
187,118-1-187,2023-07-18 17:30:00,1/2,Nomination Confirmed,On the Nomination PN94,1,0,1,0,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,3,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,3,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
188,118-1-188,2023-07-18 18:27:00,3/5,Cloture Motion Agreed to,On the Cloture Motion S. 2226,1,1,1,0,1,0,1,1,1,1,0,1,1,3,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1.0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,0,3,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,0,1,0,3,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,
189,118-1-189,2023-07-19 14:58:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 300 to S.Amdt. 935 to S. 2226 (No short title on file),1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,
190,118-1-190,2023-07-19 16:04:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 429 to S.Amdt. 935 to S. 2226 (No short title on file),1,3,1,0,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,1.0,3,0,1,1,0,1,1,0,1,3,1,0,1,0,1,1,1,1,3,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,3,1,1,1,1,1,1,0,0,3,1,0,1,1,1,3,1,0,1,1,
191,118-1-191,2023-07-19 16:33:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 222 to S.Amdt. 935 to S. 2226 (No short title on file),0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,
192,118-1-192,2023-07-19 17:04:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 838 to S.Amdt. 935 to S. 2226 (No short title on file),0,3,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0.0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,
193,118-1-193,2023-07-20 12:00:00,1/2,Nomination Confirmed,On the Nomination PN118,1,3,1,0,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,1,0,1.0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1,0,
194,118-1-194,2023-07-20 13:08:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 926 to S.Amdt. 935 to S. 2226 (No short title on file),0,3,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,
195,118-1-195,2023-07-20 15:26:00,1/2,Amendment Rejected,On the Amendment S.Amdt. 376 to S.Amdt. 935 to S. 2226 (No short title on file),0,3,3,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,1,0,3,0,0.0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,3,0,0,0,1,0,3,3,0,1,0,3,0,3,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,0,0,0,0,
196,118-1-196,2023-07-25 17:34:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 931 to S.Amdt. 935 to S. 2226 (No short title on file),1,1,1,0,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,
197,118-1-197,2023-07-25 18:26:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 813 to S.Amdt. 935 to S. 2226 (No short title on file),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,
198,118-1-198,2023-07-26 12:16:00,3/5,Amendment Agreed to,On the Amendment S.Amdt. 199 to S.Amdt. 935 to S. 2226 (No short title on file),1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1.0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,1,1,
199,118-1-199,2023-07-26 20:08:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 421 to S.Amdt. 935 to S. 2226 (No short title on file),0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,0,3,1,0.0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,
200,118-1-200,2023-07-26 21:10:00,3/5,Amendment Rejected,On the Amendment S.Amdt. 1055 to S.Amdt. 935 to S. 2226 (No short title on file),0,1,0,1,0,0,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,3,1,0.0,0,1,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,1,
