votenumber,voteid,votedate,majorityreq,result,votedesc,S354,S317,S330,S396,S341,S342,S370,S343,S397,S307,S300,S275,S372,S308,S277,S309,S373,S252,S337,S287,S385,S374,S398,S266,S355,S375,S386,S253,S376,S221,S357,S331,S293,S153,S407,S388,S399,S359,S408,S361,S344,S395,S236,S345,S362,S406,S389,S363,S311,S378,S057,S346,S409,S410,S338,S369,S411,S174,S306,S322,S347,S288,S364,S229,S414,S413,S348,S380,S349,S259,S323,S401,S402,S381,S350,S313,S382,S353,S270,S404,S365,S324,S184,S403,S394,S284,S383,S314,S303,S384,S351,S412,S390,S327,S415,S366,S316,S318,S247,S391
107,117-2-107,2022-03-24 11:31:00,1/2,Nomination Confirmed,On the Nomination PN1381,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,3,3,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,3,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,3,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0
108,117-2-108,2022-03-28 17:32:00,3/5,Cloture Motion Agreed to,On the Cloture Motion S.Amdt. 5002 to H.R. 4521 (America COMPETES Act of 2022),1,0,1,0,1,3,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,3,0,1,0,1,1,1,0,1,0,1,3,1,0,1,0,1,1,1,0,0,0,0,1,1,3,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
109,117-2-109,2022-03-28 18:20:00,3/5,Bill Passed,On Passage of the Bill H.R. 4521,1,0,1,0,1,3,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,3,0,1,0,1,1,1,0,1,0,1,3,1,0,1,0,1,1,1,0,0,0,0,1,1,3,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1
110,117-2-110,2022-03-29 11:49:00,1/2,Motion to Discharge Agreed to,On the Motion to Discharge PN1679,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,3,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
111,117-2-111,2022-03-29 12:33:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1436,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,3,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
112,117-2-112,2022-03-29 14:15:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1575,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,3,0,1,0
113,117-2-113,2022-03-29 17:31:00,1/2,Nomination Confirmed,On the Nomination PN1436,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,3,1,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,3,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0
114,117-2-114,2022-03-29 18:16:00,1/2,Nomination Confirmed,On the Nomination PN1575,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,3,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,3,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
115,117-2-115,2022-03-30 11:50:00,1/2,Motion to Discharge Agreed to,On the Motion to Discharge PN1541,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
116,117-2-116,2022-03-30 14:24:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1517,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0
117,117-2-117,2022-03-30 16:31:00,1/2,Nomination Confirmed,On the Nomination PN1517,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,3,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0
118,117-2-118,2022-03-30 17:20:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1660,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,3,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
119,117-2-119,2022-03-30 19:49:00,1/2,Nomination Confirmed,On the Nomination PN1660,1,0,1,0,1,1,1,0,0,1,1,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,3,0,3,1,1,1,1,0,1,0
120,117-2-120,2022-03-30 20:42:00,1/2,Cloture Motion Rejected,On the Cloture Motion PN1592,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
121,117-2-121,2022-03-30 21:12:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1601,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,3,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,3,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
122,117-2-122,2022-03-30 21:38:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1600,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,3,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,3,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
123,117-2-123,2022-03-30 21:58:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1599,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,3,0,1,0,0,0,1,3,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,3,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
124,117-2-124,2022-03-31 12:10:00,1/2,Nomination Confirmed,On the Nomination PN1500,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
125,117-2-125,2022-03-31 13:02:00,1/2,Nomination Confirmed,On the Nomination PN1496,1,0,1,0,1,0,1,0,0,1,3,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
126,117-2-126,2022-04-04 18:07:00,1/2,Motion to Discharge Agreed to,On the Motion to Discharge PN1783,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
127,117-2-127,2022-04-05 10:30:00,1/2,Motion to Discharge Agreed to,On the Motion to Discharge PN1523,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
128,117-2-128,2022-04-05 11:13:00,1/2,Motion to Proceed Agreed to,On the Motion to Proceed PN1783,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
129,117-2-129,2022-04-05 15:48:00,3/5,Cloture on the Motion to Proceed Rejected,On Cloture on the Motion to Proceed H.R. 4373,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,3,1,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0
130,117-2-130,2022-04-06 12:04:00,1/2,Nomination Confirmed,On the Nomination PN1284,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,3,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,3,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,3,1,1,0,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1
131,117-2-131,2022-04-07 10:12:00,1/2,Bill Passed,On Passage of the Bill H.R. 7108,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,117-2-132,2022-04-07 10:58:00,1/2,Bill Passed,On Passage of the Bill H.R. 6968,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
133,117-2-133,2022-04-07 11:39:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1783,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
134,117-2-134,2022-04-07 13:53:00,1/2,Nomination Confirmed,On the Nomination PN1783,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,0
135,117-2-135,2022-04-25 17:31:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1529,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,3,0,1,3,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,3,3,1,3,1,1,0,3,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,1
136,117-2-136,2022-04-26 14:16:00,1/2,Nomination Confirmed,On the Nomination PN1529,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,3,0,1,3,0,1,0,0,1,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,3,1,1,1,0,3,0,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,3,1
137,117-2-137,2022-04-26 15:42:00,1/2,Cloture Motion Rejected,On the Cloture Motion PN1679,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,3,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,3,0
138,117-2-138,2022-04-27 15:41:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1478,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,3,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,3,1
139,117-2-139,2022-04-27 17:44:00,1/2,Nomination Confirmed,On the Nomination PN1478,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,3,0,0,0,0,1,1,1,1,0,3,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,3,1,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,3,0,1,1,1,1,1,1,3,1
140,117-2-140,2022-04-27 18:45:00,1/2,Motion to Proceed Rejected,On the Motion to Proceed S.J.Res. 41,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,0,3,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,3,1
141,117-2-141,2022-04-28 12:05:00,3/5,Cloture Motion Agreed to,On the Cloture Motion H.R. 4521,1,0,1,0,1,3,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,3,1
142,117-2-142,2022-04-28 13:40:00,1/2,Motion Agreed to,"On the Motion (Motion to Insist on the Senate Amendment to H.R. 4521, Agree to the Request for Conference, and Authorize the Chair to Appoint Conferees)",1,0,1,0,1,3,1,0,0,1,3,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,1,1,1,1,1,3,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,0,3,1,0,1,1,1,1,1,0,1,3,0,1,1,1,1,1,1,3,1
143,117-2-143,2022-05-02 17:33:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1052,1,0,3,0,1,3,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,3,0,0,0,1,1,0,1,0,1,3,0,1,1,3,1,1,1,3,0,0,0,1,1,3,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,3,1,0,1,1,0,0,1,0,1,1,1,0,1,0,0,3,3,1,1,1,1,1,0,1,0
144,117-2-144,2022-05-03 11:47:00,1/2,Nomination Confirmed,On the Nomination PN1052,1,0,3,0,1,0,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,1,0,0,3,3,1,1,1,0,1,0,0,0,3,1,1,1,1,1,0,1,0
145,117-2-145,2022-05-03 12:36:00,1/2,Cloture Motion Agreed to,On the Cloture Motion PN1521,1,0,3,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,3,3,1,1,1,0,1,0,1,0,3,1,1,1,1,1,0,1,1
146,117-2-146,2022-05-03 14:26:00,1/2,Nomination Confirmed,On the Nomination PN1521,1,0,3,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,3,3,1,1,1,0,1,0,1,0,3,1,1,1,1,1,0,1,1
147,117-2-147,2022-05-03 16:51:00,1/2,Joint Resolution Passed,On the Joint Resolution S.J.Res. 39,0,1,3,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,3,3,1,0,0,1,1,1,1,1,3,0,0,0,0,0,1,0,1
148,117-2-148,2022-05-04 14:46:00,1/2,Motion Agreed to,On the Motion (Barrasso Motion to Instruct Re: H.R. 4521),0,1,3,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,1,0,1,1,1,1,0,1,1,0,3,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,3,1,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1
149,117-2-149,2022-05-04 15:45:00,1/2,Motion Agreed to,On the Motion (Cruz Motion to Instruct Re: H.R. 4521),1,1,3,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
150,117-2-150,2022-05-04 16:32:00,1/2,Motion Rejected,On the Motion (Lee Motion to Instruct Re: H.R. 4521),0,1,3,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,3,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,3,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1
151,117-2-151,2022-05-04 17:08:00,1/2,Motion Agreed to,On the Motion (Cotton Motion to Instruct Re: H.R. 4521),0,1,3,1,0,1,0,1,1,0,1,0,1,0,0,0,1,1,0,1,3,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,3,1,1,0,1,1,3,0,1,1,0,0,0,3,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,3,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1
152,117-2-152,2022-05-04 17:57:00,1/2,Motion Agreed to,On the Motion (Johnson Motion to Instruct Re: H.R. 4521),1,1,3,1,0,3,0,1,1,0,1,0,1,0,0,1,1,1,0,1,3,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,3,0,0,1,1,1,1,0,1,1,1,1,1,0,1,3,1,1,0,1,1,3,0,1,1,0,0,1,3,1,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
153,117-2-153,2022-05-04 18:33:00,1/2,Motion Rejected,On the Motion (Sanders Motion to Instruct Re: H.R. 4521),1,0,3,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
154,117-2-154,2022-05-04 19:12:00,1/2,Motion Agreed to,On the Motion (Hassan Motion to Instruct Re: H.R. 4521),1,1,3,1,1,3,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,3,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1
155,117-2-155,2022-05-04 19:57:00,3/5,Motion Agreed to,On the Motion (Lankford Motion to Instruct Re: H.R. 4521),0,1,3,1,1,3,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1,3,0,1,1,0,0,0,0,0,1,1,0,3,1,1,1,1,0,1,0,1,1,1,0,3,1,0,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1
156,117-2-156,2022-05-04 20:29:00,1/2,Motion Rejected,On the Motion (Sanders Motion to Instruct Re: H.R. 4521),0,0,3,0,0,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,1,1,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
157,117-2-157,2022-05-04 20:58:00,1/2,Motion Agreed to,On the Motion (Capito Motion to Instruct Re: H.R. 4521),0,1,3,1,0,3,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,3,1,0,1,1,0,1,0,0,1,1,0,3,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1
158,117-2-158,2022-05-04 21:21:00,1/2,Motion Agreed to,On the Motion (Toomey Motion to Instruct Re: H.R. 4521),0,1,3,1,0,3,1,0,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,0,0,1,0,1,1,0,1,0,0,0,3,1,1,1,0,0,1,0,0,0,0,1,3,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1
159,117-2-159,2022-05-04 21:45:00,1/2,Motion Rejected,On the Motion (Scott (SC) Motion to Instruct Re: H.R. 4521),0,1,3,1,0,3,0,1,1,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,3,1,0,1,1,0,1,0,0,1,1,0,3,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,1
